gene,value
OR6N1,0
OR6N2,0
OR6P1,0
OR6Q1,3
OR6S1,6
OR6T1,0
OR6V1,3
OR6X1,0
OR6Y1,0
OR7A10,0
OR7A17,1
OR7A5,7
OR7C1,2
OR7C2,0
OR7D2,11
OR7D4,0
OR7E24,0
OR7G1,0
OR7G2,0
OR7G3,0
OR8A1,0
OR8B12,0
OR8B2,0
OR8B3,0
OR8B4,0
OR8B8,0
OR8D1,0
OR8D2,0
OR8D4,1
OR8G1,0
OR8G5,2
OR8H1,0
OR8H2,0
OR8H3,0
OR8I2,0
OR8J1,0
OR8J3,0
OR8K1,0
OR8K3,0
OR8K5,0
OR8S1,0
OR8U1,0
OR8U3,0
OR9A2,4
OR9A4,1
OR9G1,0
OR9G4,0
OR9I1,1
OR9K2,2
OR9Q1,4
OR9Q2,0
ORAI1,6021
ORAI2,13594
ORAI3,1359
ORC1,2076
ORC2,6160
ORC3,3780
ORC4,4870
ORC5,3368
ORC6,2474
ORM1,5
ORM2,4
ORMDL1,11050
ORMDL2,6090
ORMDL3,15835
OS9,58039
OSBP,15087
OSBP2,2440
OSBPL10,5078
OSBPL11,4771
OSBPL1A,5534
OSBPL2,14515
OSBPL3,10456
OSBPL5,4151
OSBPL6,914
OSBPL7,3776
OSBPL8,13289
OSBPL9,9910
OSCAR,2070
OSCP1,762
OSER1,9298
OSGEP,7023
OSGEPL1,1514
OSGIN1,1273
OSGIN2,3725
OSM,2439
OSMR,25908
OSR1,1054
OSR2,2012
OST4,15039
OSTC,9415
OSTF1,16093
OSTM1,5260
OSTN,4
OTC,11
OTOA,90
OTOF,332
OTOG,13
OTOGL,63
OTOL1,0
OTOP1,38
OTOP2,69
OTOP3,589
OTOR,0
OTOS,0
OTP,13
OTUB1,17743
OTUB2,1197
OTUD1,3430
OTUD3,2980
OTUD4,12992
OTUD5,15851
OTUD6A,1
OTUD6B,3596
OTUD7A,846
OTUD7B,5384
OTULIN,7807
OTULINL,2603
OTX1,2031
OTX2,0
OVCA2,0
OVCH1,12
OVCH2,8
OVGP1,673
OVOL1,12254
OVOL2,773
OVOL3,30
OXA1L,22473
OXCT1,9850
OXCT2,98
OXER1,414
OXGR1,276
OXLD1,4756
OXNAD1,3030
OXR1,10342
OXSM,1980
OXSR1,13674
OXT,49
OXTR,119
P2RX1,828
P2RX2,209
P2RX3,0
P2RX4,4951
P2RX5,1423
P2RX5-TAX1BP3,75
P2RX6,98
P2RX7,2899
P2RY1,7298
P2RY10,4695
P2RY11,1888
P2RY12,277
P2RY13,2647
P2RY14,745
P2RY2,6809
P2RY4,10
P2RY6,2497
P2RY8,7642
P3H1,5408
P3H2,5193
P3H3,2039
P3H4,2927
P3R3URF,0
P3R3URF-PIK3R3,0
P4HA1,6936
P4HA2,5316
P4HA3,144
P4HB,161046
P4HTM,5733
PA2G4,22817
PAAF1,3591
PABIR1,4864
PABIR2,8035
PABIR3,1141
PABPC1,340023
PABPC1L,10187
PABPC1L2A,0
PABPC1L2B,0
PABPC3,2
PABPC4,28142
PABPC4L,769
PABPC5,101
PABPN1,6353
PABPN1L,21
PACC1,1804
PACRG,52
PACRGL,2584
PACS1,25358
PACS2,12518
PACSIN1,1141
PACSIN2,12247
PACSIN3,6956
PADI1,10895
PADI2,1479
PADI3,3077
PADI4,33
PADI6,1
PAEP,6
PAF1,16860
PAFAH1B1,32838
PAFAH1B2,12250
PAFAH1B3,9616
PAFAH2,3667
PAG1,7773
PAGE1,0
PAGE2,1
PAGE2B,24
PAGE3,0
PAGE4,0
PAGE5,18
PAGR1,1779
PAH,4
PAICS,17807
PAIP1,12193
PAIP2,19065
PAIP2B,2959
PAK1,14229
PAK1IP1,4622
PAK2,21479
PAK3,549
PAK4,16860
PAK5,19
PAK6,4813
PALB2,4224
PALD1,4761
PALLD,20625
PALM,2906
PALM2AKAP2,16224
PALM3,49
PALMD,4311
PALS1,6211
PALS2,1051
PAM,13583
PAM16,933
PAMR1,542
PAN2,12578
PAN3,8651
PANK1,886
PANK2,16128
PANK3,15684
PANK4,5887
PANX1,5968
PANX2,1643
PANX3,0
PAOX,227
PAPLN,12909
PAPOLA,30943
PAPOLB,2
PAPOLG,3821
PAPPA,1608
PAPPA2,58
PAPSS1,14698
PAPSS2,1993
PAQR3,1862
PAQR4,6083
PAQR5,1723
PAQR6,1542
PAQR7,3007
PAQR8,3781
PAQR9,2
PARD3,16730
PARD3B,2768
PARD6A,550
PARD6B,1018
PARD6G,7292
PARG,4875
PARK7,23105
PARL,964
PARM1,24995
PARN,7959
PARP1,39682
PARP10,32490
PARP11,2887
PARP12,14655
PARP14,49874
PARP15,12018
PARP16,2760
PARP2,5471
PARP3,5772
PARP4,17990
PARP6,10659
PARP8,7845
PARP9,26260
PARPBP,1931
PARS2,1351
PARVA,8625
PARVB,3895
PARVG,15455
PASD1,182
PASK,7091
PATE1,0
PATE2,0
PATE3,0
PATE4,0
PATJ,12043
PATL1,13973
PATL2,2213
PATZ1,7393
PAWR,6872
PAX1,20030
PAX2,8
PAX3,6
PAX4,0
PAX5,7812
PAX6,672
PAX7,0
PAX8,1422
PAX9,14805
PAXBP1,7232
PAXIP1,4296
PAXX,9356
PBDC1,3716
PBK,3953
PBLD,533
PBOV1,0
PBRM1,15710
PBX1,10173
PBX2,13368
PBX3,2753
PBX4,1333
PBXIP1,30668
PC,3789
PCARE,37
PCBD1,5872
PCBD2,4401
PCBP1,55949
PCBP2,31832
PCBP3,831
PCBP4,3419
PCCA,2588
PCCB,6584
PCDH1,10445
PCDH10,10
PCDH11X,113
PCDH11Y,10
PCDH12,938
PCDH15,17
PCDH17,756
PCDH18,1089
PCDH19,902
PCDH20,0
PCDH7,4746
PCDH8,34
PCDH9,159
PCDHA1,9
PCDHA10,6
PCDHA11,6
PCDHA12,0
PCDHA13,12
PCDHA2,20
PCDHA3,14
PCDHA4,45
PCDHA5,8
PCDHA6,8
PCDHA7,8
PCDHA8,17
PCDHA9,0
PCDHAC1,83
PCDHAC2,74
PCDHB1,1
PCDHB10,470
PCDHB11,144
PCDHB12,172
PCDHB13,457
PCDHB14,822
PCDHB15,393
PCDHB16,216
PCDHB2,410
PCDHB3,89
PCDHB4,200
PCDHB5,89
PCDHB6,72
PCDHB7,771
PCDHB8,110
PCDHB9,1320
PCDHGA1,126
PCDHGA10,444
PCDHGA11,137
PCDHGA12,189
PCDHGA2,107
PCDHGA3,27
PCDHGA4,201
PCDHGA5,216
PCDHGA6,427
PCDHGA7,102
PCDHGA8,48
PCDHGA9,268
PCDHGB1,510
PCDHGB2,309
PCDHGB3,198
PCDHGB4,108
PCDHGB5,177
PCDHGB6,395
PCDHGB7,1134
PCDHGC3,2513
PCDHGC4,49
PCDHGC5,24
PCED1A,12394
PCED1B,4555
PCF11,15153
PCGF1,2364
PCGF2,5121
PCGF3,20348
PCGF5,7884
PCGF6,1190
PCID2,6359
PCIF1,9370
PCK1,10
PCK2,5194
PCLAF,675
PCLO,4206
PCM1,35492
PCMT1,7847
PCMTD1,14845
PCMTD2,10224
PCNA,33356
PCNP,14815
PCNT,12727
PCNX1,15172
PCNX2,4627
PCNX3,20305
PCNX4,7615
PCOLCE,10403
PCOLCE2,1445
PCP2,399
PCP4,68
PCP4L1,2135
PCSK1,75
PCSK1N,109
PCSK2,84
PCSK4,844
PCSK5,2090
PCSK6,3704
PCSK7,17427
PCSK9,2383
PCTP,2314
PCYOX1,16074
PCYOX1L,2851
PCYT1A,15423
PCYT1B,42
PCYT2,5887
PDAP1,22673
PDC,6
PDCD1,3352
PDCD10,7678
PDCD11,10449
PDCD1LG2,1947
PDCD2,6606
PDCD2L,649
PDCD4,38312
PDCD5,10123
PDCD6,2284
PDCD6-AHRR,0
PDCD6IP,30095
PDCD7,5936
PDCL,4198
PDCL2,1
PDCL3,5052
PDE10A,737
PDE11A,1001
PDE12,5867
PDE1A,507
PDE1B,909
PDE1C,112
PDE2A,2486
PDE3A,562
PDE3B,4432
PDE4A,3730
PDE4B,7401
PDE4C,7
PDE4D,4894
PDE4DIP,12988
PDE5A,1792
PDE6A,1054
PDE6B,879
PDE6C,0
PDE6D,2580
PDE6G,460
PDE6H,0
PDE7A,11509
PDE7B,677
PDE8A,5020
PDE8B,129
PDE9A,720
PDF,252
PDGFA,1436
PDGFB,2923
PDGFC,1156
PDGFD,617
PDGFRA,12217
PDGFRB,15381
PDGFRL,538
PDHA1,12838
PDHA2,0
PDHB,13617
PDHX,4287
PDIA2,100
PDIA3,77664
PDIA4,29081
PDIA5,3035
PDIA6,37736
PDIK1L,3087
PDILT,0
PDK1,8665
PDK2,4555
PDK3,6434
PDK4,1154
PDLIM1,23339
PDLIM2,8400
PDLIM3,10974
PDLIM4,4978
PDLIM5,18710
PDLIM7,8068
PDP1,6468
PDP2,2103
PDPK1,13881
PDPN,9669
PDPR,14239
PDRG1,5528
PDS5A,23709
PDS5B,6734
PDSS1,1350
PDSS2,2494
PDX1,0
PDXDC1,23714
PDXK,36661
PDXP,39
PDYN,1
PDZD11,5269
PDZD2,10723
PDZD3,3
PDZD4,1138
PDZD7,159
PDZD8,8057
PDZD9,0
PDZK1,68
PDZK1IP1,11862
PDZRN3,1979
PDZRN4,363
PEA15,40677
PEAK1,6969
PEAK3,110
PEAR1,1482
PEBP1,36329
PEBP4,90
PECAM1,32894
PECR,761
PEDS1,7728
PEDS1-UBE2V1,0
PEF1,15299
PEG10,157
PEG3,344
PELI1,13715
PELI2,1120
PELI3,1572
PELO,3970
PELP1,13599
PEMT,2172
PENK,64
PEPD,9390
PER1,15628
PER2,4045
PER3,7342
PERCC1,17
PERM1,30
PERP,135000
PES1,13445
PET100,663
PET117,38
PEX1,5808
PEX10,4822
PEX11A,1451
PEX11B,5131
PEX11G,809
PEX12,1484
PEX13,5628
PEX14,5433
PEX16,4970
PEX19,5570
PEX2,8499
PEX26,8033
PEX3,2487
PEX5,6866
PEX5L,29
PEX6,2153
PEX7,762
PF4,0
PF4V1,14
PFAS,6418
PFDN1,8888
PFDN2,5368
PFDN4,2116
PFDN5,1338
PFDN6,5818
PFKFB1,127
PFKFB2,5028
PFKFB3,31753
PFKFB4,3866
PFKL,41105
PFKM,5550
PFKP,15232
PFN1,124871
PFN2,6600
PFN3,2
PFN4,93
PGA3,0
PGA4,0
PGA5,1
PGAM1,27343
PGAM2,342
PGAM4,534
PGAM5,8082
PGAP1,5398
PGAP2,5475
PGAP3,7257
PGAP4,2642
PGAP6,11681
PGBD1,855
PGBD2,1859
PGBD4,1078
PGBD5,3375
PGC,0
PGD,70224
PGF,5265
PGGHG,20810
PGGT1B,5382
PGK1,83846
PGK2,1
PGLS,9718
PGLYRP1,2
PGLYRP2,44
PGLYRP3,2518
PGLYRP4,571
PGM1,8186
PGM2,16076
PGM2L1,1594
PGM3,4895
PGM5,2143
PGP,3379
PGPEP1,5316
PGPEP1L,5
PGR,223
PGRMC1,12695
PGRMC2,9721
PGS1,6358
PHACTR1,2441
PHACTR2,7021
PHACTR3,80
PHACTR4,14554
PHAF1,4240
PHAX,7034
PHB,17944
PHB2,31114
PHC1,5169
PHC2,16395
PHC3,13424
PHETA1,3008
PHETA2,2268
PHEX,296
PHF1,13727
PHF10,9865
PHF11,7273
PHF12,12227
PHF13,4828
PHF14,7453
PHF19,7267
PHF2,11886
PHF20,11329
PHF20L1,15341
PHF21A,12310
PHF21B,70
PHF23,7996
PHF24,426
PHF3,11099
PHF5A,4747
PHF6,5398
PHF7,1339
PHF8,12501
PHGDH,5737
PHGR1,0
PHIP,10468
PHKA1,2626
PHKA2,7652
PHKB,15560
PHKG1,294
PHKG2,5130
PHLDA1,18996
PHLDA2,3762
PHLDA3,11633
PHLDB1,5081
PHLDB2,1671
PHLDB3,14199
PHLPP1,5289
PHLPP2,1870
PHOSPHO1,16
PHOSPHO2,258
PHOX2A,2
PHOX2B,0
PHPT1,17136
PHRF1,20430
PHTF1,2165
PHTF2,6577
PHYH,1161
PHYHD1,2192
PHYHIP,144
PHYHIPL,26
PHYKPL,12410
PI15,315
PI16,2608
PI3,44889
PI4K2A,4469
PI4K2B,7216
PI4KA,13922
PI4KB,16724
PIANP,58
PIAS1,10939
PIAS2,5255
PIAS3,13880
PIAS4,6549
PIBF1,2127
PICALM,29300
PICK1,6401
PID1,1279
PIDD1,7491
PIEZO1,33316
PIEZO2,991
PIF1,1894
PIFO,279
PIGA,3366
PIGB,2146
PIGBOS1,816
PIGC,4120
PIGF,1674
PIGG,10112
PIGH,2965
PIGK,4509
PIGL,3976
PIGM,2931
PIGN,7986
PIGO,8311
PIGP,1650
PIGQ,6158
PIGR,208
PIGS,10819
PIGT,16068
PIGU,6659
PIGV,2611
PIGW,3222
PIGX,3548
PIGY,0
PIGZ,524
PIH1D1,15138
PIH1D2,170
PIK3AP1,9014
PIK3C2A,10377
PIK3C2B,11515
PIK3C2G,791
PIK3C3,8481
PIK3CA,6368
PIK3CB,7014
PIK3CD,18663
PIK3CG,5256
PIK3IP1,14870
PIK3R1,19438
PIK3R2,57
PIK3R3,5646
PIK3R4,6462
PIK3R5,5408
PIK3R6,838
PIKFYVE,12254
PILRA,3042
PILRB,1144
PIM1,23933
PIM2,31799
PIM3,37173
PIMREG,1494
PIN1,11304
PIN4,3054
PINK1,12306
PINLYP,646
PINX1,1549
PIP,4
PIP4K2A,12134
PIP4K2B,13814
PIP4K2C,9862
PIP4P1,8298
PIP4P2,996
PIP5K1A,10857
PIP5K1B,462
PIP5K1C,13387
PIP5KL1,414
PIPOX,233
PIR,4706
PIRT,0
PISD,9554
PITHD1,9664
PITPNA,23842
PITPNB,13629
PITPNC1,5797
PITPNM1,18880
PITPNM2,3347
PITPNM3,9315
PITRM1,15252
PITX1,68397
PITX2,21
PITX3,11
PIWIL1,4
PIWIL2,6378
PIWIL3,0
PIWIL4,789
PJA1,4143
PJA2,18874
PJVK,489
PKD1,20305
PKD1L1,135
PKD1L3,33
PKD2,5290
PKD2L1,95
PKD2L2,8
PKDCC,2958
PKDREJ,4
PKHD1,18
PKHD1L1,1230
PKIA,4918
PKIB,825
PKIG,6049
PKLR,9
PKM,217992
PKMYT1,4499
PKN1,15277
PKN2,8197
PKN3,2191
PKNOX1,4332
PKNOX2,194
PKP1,166112
PKP2,3764
PKP3,41503
PKP4,16458
PLA1A,2720
PLA2G10,0
PLA2G12A,2701
PLA2G12B,1
PLA2G15,2482
PLA2G1B,0
PLA2G2A,9025
PLA2G2C,55
PLA2G2D,9739
PLA2G2E,67
PLA2G2F,2122
PLA2G3,2728
PLA2G4A,3387
PLA2G4B,549
PLA2G4C,5497
PLA2G4D,916
PLA2G4E,7243
PLA2G4F,5913
PLA2G5,178
PLA2G6,4970
PLA2G7,7189
PLA2R1,4928
PLAA,7565
PLAAT1,502
PLAAT2,57
PLAAT3,1859
PLAAT4,11390
PLAAT5,67
PLAC1,487
PLAC8,6996
PLAC8L1,41
PLAC9,975
PLAG1,1735
PLAGL1,2756
PLAGL2,15072
PLAT,4549
PLAU,11565
PLAUR,6961
PLB1,343
PLBD1,10086
PLBD2,12507
PLCB1,4048
PLCB2,15303
PLCB3,11719
PLCB4,1329
PLCD1,5656
PLCD3,3129
PLCD4,276
PLCE1,560
PLCG1,29237
PLCG2,13093
PLCH1,212
PLCH2,17739
PLCL1,1188
PLCL2,2845
PLCXD1,6381
PLCXD2,1538
PLCXD3,122
PLCZ1,0
PLD1,7791
PLD2,14851
PLD3,73234
PLD4,2657
PLD5,92
PLD5P1,172
PLD6,917
PLEC,161915
PLEK,23742
PLEK2,5259
PLEKHA1,14515
PLEKHA2,15982
PLEKHA3,2953
PLEKHA4,4963
PLEKHA5,6834
PLEKHA6,3444
PLEKHA7,9858
PLEKHA8,2523
PLEKHB1,1161
PLEKHB2,26436
PLEKHD1,71
PLEKHF1,5371
PLEKHF2,7669
PLEKHG1,6463
PLEKHG2,9843
PLEKHG3,24538
PLEKHG4,6590
PLEKHG4B,140
PLEKHG5,9484
PLEKHG6,4308
PLEKHG7,493
PLEKHH1,3064
PLEKHH2,1722
PLEKHH3,9653
PLEKHJ1,6783
PLEKHM1,11126
PLEKHM2,20947
PLEKHM3,3885
PLEKHN1,5744
PLEKHO1,16630
PLEKHO2,10844
PLEKHS1,416
PLET1,0
PLG,5
PLGLB1,244
PLGLB2,83
PLGRKT,4600
PLIN1,81
PLIN2,6699
PLIN3,25588
PLIN4,504
PLIN5,493
PLK1,4787
PLK2,13253
PLK3,5686
PLK4,2762
PLK5,23
PLLP,3175
PLN,168
PLOD1,11517
PLOD2,4270
PLOD3,7883
PLP1,367
PLP2,35567
PLPBP,9518
PLPP1,9868
PLPP2,4275
PLPP3,16766
PLPP4,11
PLPP5,16699
PLPP6,3213
PLPP7,222
PLPPR1,1
PLPPR2,3675
PLPPR3,13
PLPPR4,554
PLPPR5,0
PLRG1,11249
PLS1,1533
PLS3,24245
PLSCR1,14208
PLSCR2,48
PLSCR3,23
PLSCR4,2841
PLSCR5,0
PLTP,9880
PLVAP,18065
PLXDC1,5636
PLXDC2,7795
PLXNA1,32169
PLXNA2,17938
PLXNA3,12564
PLXNA4,564
PLXNB1,44225
PLXNB2,74482
PLXNB3,1808
PLXNC1,7854
PLXND1,20308
PM20D1,86
PM20D2,5630
PMAIP1,7034
PMCH,31
PMEL,365
PMEPA1,6035
PMF1,3582
PMF1-BGLAP,0
PMFBP1,261
PMIS2,0
PML,34457
PMM1,5358
PMM2,9652
PMP2,49
PMP22,6178
PMPCA,11280
PMPCB,11899
PMS1,3486
PMS2,3587
PMVK,10646
PNCK,1693
PNISR,22633
PNKD,7580
PNKP,18543
PNLDC1,1471
PNLIP,0
PNLIPRP1,0
PNLIPRP3,106
PNMA1,5694
PNMA2,143
PNMA3,3194
PNMA5,642
PNMA6A,148
PNMA6E,7
PNMA6F,6
PNMA8A,59
PNMA8B,429
PNMA8C,6
PNMT,26
PNN,20687
PNO1,4835
PNOC,1419
PNP,13397
PNPLA1,69
PNPLA2,17318
PNPLA3,22
PNPLA4,2201
PNPLA5,1
PNPLA6,18086
PNPLA7,1963
PNPLA8,6896
PNPO,2968
PNPT1,4870
PNRC1,21423
PNRC2,17276
POC1A,2068
POC1B,2634
POC1B-GALNT4,1
POC5,2041
PODN,3025
PODNL1,503
PODXL,10286
PODXL2,5853
POF1B,9268
POFUT1,16023
POFUT2,7294
POGK,12136
POGLUT1,5122
POGLUT2,644
POGLUT3,4835
POGZ,17437
POLA1,4886
POLA2,1286
POLB,7094
POLD1,13105
POLD2,14577
POLD3,5009
POLD4,2465
POLDIP2,17738
POLDIP3,11
POLE,17956
POLE2,1815
POLE3,15561
POLE4,5984
POLG,19550
POLG2,2784
POLH,4981
POLI,4555
POLK,3981
POLL,4072
POLM,6324
POLN,37
POLQ,2314
POLR1A,13887
POLR1B,5854
POLR1C,3722
POLR1D,14056
POLR1E,4194
POLR1F,4992
POLR1G,2773
POLR1H,3646
POLR2A,62357
POLR2B,26354
POLR2C,7873
POLR2D,8189
POLR2E,22930
POLR2F,5466
POLR2G,9758
POLR2H,7523
POLR2I,4881
POLR2J,6592
POLR2J2,400
POLR2J3,3147
POLR2K,9584
POLR2L,13670
POLR2M,2336
POLR3A,5411
POLR3B,4339
POLR3C,5757
POLR3D,8357
POLR3E,12555
POLR3F,3369
POLR3G,958
POLR3GL,2570
POLR3H,6763
POLR3K,2469
POLRMT,12361
POM121,13106
POM121C,12600
POM121L12,0
POM121L2,0
POMC,323
POMGNT1,14791
POMGNT2,2959
POMK,9801
POMP,11511
POMT1,7499
POMT2,3248
POMZP3,1246
PON1,3
PON2,7637
PON3,530
POP1,2594
POP4,6526
POP5,5199
POP7,4022
POPDC2,591
POPDC3,48
POR,17317
PORCN,3369
POSTN,4280
POT1,3121
POTEB,0
POTEB2,0
POTEB3,0
POTEC,0
POTED,0
POTEE,5823
POTEF,413
POTEG,162
POTEH,54
POTEI,328
POTEJ,2776
POTEM,15
POU1F1,0
POU2AF1,20821
POU2F1,8347
POU2F2,11282
POU2F3,333
POU3F1,879
POU3F2,0
POU3F3,90
POU3F4,0
POU4F1,631
POU4F2,5
POU4F3,31
POU5F1,538
POU5F1B,106
POU5F2,133
POU6F1,2474
POU6F2,121
PP2D1,0
PPA1,25721
PPA2,9076
PPAN,1178
PPAN-P2RY11,0
PPARA,5968
PPARD,13932
PPARG,1752
PPARGC1A,205
PPARGC1B,5099
PPAT,2630
PPBP,0
PPCDC,2592
PPCS,8761
PPDPF,62201
PPDPFL,5
PPEF1,21
PPEF2,7
PPFIA1,10605
PPFIA2,47
PPFIA3,7458
PPFIA4,1874
PPFIBP1,9383
PPFIBP2,11869
PPHLN1,10053
PPIA,152463
PPIAL4A,21
PPIAL4C,46
PPIAL4D,422
PPIAL4E,420
PPIAL4F,9
PPIAL4G,4
PPIAL4H,22
PPIB,53797
PPIC,5682
PPID,5938
PPIE,9170
PPIF,18564
PPIG,13655
PPIH,6702
PPIL1,5499
PPIL2,13728
PPIL3,4986
PPIL4,4308
PPIL6,88
PPIP5K1,4421
PPIP5K2,10266
PPL,193786
PPM1A,10310
PPM1B,2508
PPM1D,2683
PPM1E,27
PPM1F,10527
PPM1G,16003
PPM1H,2376
PPM1J,530
PPM1K,9177
PPM1L,6739
PPM1M,8520
PPM1N,654
PPME1,9527
PPOX,3066
PPP1CA,35547
PPP1CB,23808
PPP1CC,26354
PPP1R10,17877
PPP1R11,11653
PPP1R12A,13674
PPP1R12B,9845
PPP1R12C,25001
PPP1R13B,9348
PPP1R13L,25051
PPP1R14A,330
PPP1R14B,13013
PPP1R14C,2278
PPP1R14D,10
PPP1R15A,34856
PPP1R15B,15089
PPP1R16A,10731
PPP1R16B,21106
PPP1R17,0
PPP1R18,26407
PPP1R1A,109
PPP1R1B,879
PPP1R1C,195
PPP1R2,8876
PPP1R21,4905
PPP1R26,4459
PPP1R27,25
PPP1R2B,155
PPP1R2C,0
PPP1R32,416
PPP1R35,4144
PPP1R36,79
PPP1R37,14954
PPP1R3A,24
PPP1R3B,6400
PPP1R3C,5627
PPP1R3D,3120
PPP1R3E,3621
PPP1R3F,1498
PPP1R3G,417
PPP1R42,11
PPP1R7,10318
PPP1R8,9476
PPP1R9A,415
PPP1R9B,29538
PPP2CA,21245
PPP2CB,19991
PPP2R1A,54665
PPP2R1B,5638
PPP2R2A,27002
PPP2R2B,933
PPP2R2C,6839
PPP2R2D,5449
PPP2R3A,3003
PPP2R3B,6895
PPP2R3C,3582
PPP2R5A,9292
PPP2R5B,3852
PPP2R5C,25599
PPP2R5D,8174
PPP2R5E,10116
PPP3CA,8568
PPP3CB,9412
PPP3CC,5593
PPP3R1,10617
PPP3R2,0
PPP4C,20405
PPP4R1,34404
PPP4R2,9879
PPP4R3A,19478
PPP4R3B,16607
PPP4R3C,0
PPP4R4,428
PPP5C,17730
PPP6C,14504
PPP6R1,37741
PPP6R2,19791
PPP6R3,19844
PPRC1,10480
PPT1,22914
PPT2,1529
PPT2-EGFL8,86
PPTC7,9858
PPWD1,8821
PPY,22
PQBP1,10265
PRAC1,1
PRAC2,9
PRADC1,2205
PRAF2,1029
PRAG1,6082
PRAM1,1131
PRAME,2105
PRAMEF1,0
PRAMEF10,0
PRAMEF11,0
PRAMEF12,0
PRAMEF13,0
PRAMEF14,0
PRAMEF15,0
PRAMEF17,0
PRAMEF18,0
PRAMEF19,0
PRAMEF2,0
PRAMEF20,1
PRAMEF25,0
PRAMEF26,0
PRAMEF27,0
PRAMEF33,0
PRAMEF4,0
PRAMEF5,0
PRAMEF6,0
PRAMEF7,0
PRAMEF8,0
PRAMEF9,0
PRAP1,0
PRB1,3
PRB2,8
PRB3,41
PRB4,5
PRC1,198
PRCC,12113
PRCD,388
PRCP,21952
PRDM1,16229
PRDM10,3337
PRDM11,3898
PRDM12,0
PRDM13,20
PRDM14,0
PRDM15,7285
PRDM16,306
PRDM2,16096
PRDM4,8311
PRDM5,399
PRDM6,334
PRDM7,0
PRDM8,1232
PRDM9,0
PRDX1,103493
PRDX2,35981
PRDX3,11295
PRDX4,13218
PRDX5,38525
PRDX6,33629
PREB,9351
PRELID1,26079
PRELID2,870
PRELID3A,691
PRELID3B,8627
PRELP,5202
PREP,4992
PREPL,6701
PREX1,22585
PREX2,1401
PRF1,9334
PRG2,10
PRG3,0
PRG4,459
PRH1,81
PRH2,63
PRICKLE1,1217
PRICKLE2,2695
PRICKLE3,3969
PRICKLE4,17
PRIM1,1521
PRIM2,1880
PRIMA1,11333
PRIMPOL,1827
PRKAA1,11571
PRKAA2,465
PRKAB1,7918
PRKAB2,3388
PRKACA,16849
PRKACB,6655
PRKACG,0
PRKAG1,214
PRKAG2,4338
PRKAG3,3
PRKAR1A,28352
PRKAR1B,3333
PRKAR2A,13727
PRKAR2B,2524
PRKCA,2518
PRKCB,10021
PRKCD,12689
PRKCE,1368
PRKCG,16
PRKCH,13631
PRKCI,8299
PRKCQ,2629
PRKCSH,50949
PRKCZ,4552
PRKD1,920
PRKD2,22924
PRKD3,7227
PRKDC,80744
PRKG1,555
PRKG2,404
PRKN,180
PRKRA,7976
PRKRIP1,8174
PRKX,13736
PRL,0
PRLH,0
PRLHR,0
PRLR,514
PRM1,0
PRM2,0
PRM3,0
PRMT1,37907
PRMT2,23084
PRMT3,3385
PRMT5,10988
PRMT6,2950
PRMT7,5400
PRMT8,0
PRMT9,2033
PRND,58
PRNP,48447
PROB1,1588
PROC,124
PROCA1,972
PROCR,1623
PRODH,3480
PRODH2,1
PROK1,9
PROK2,5
PROKR1,4
PROKR2,12
PROM1,31
PROM2,28742
PROP1,0
PRORP,1210
PROS1,4248
PROSER1,7468
PROSER2,2675
PROSER3,3794
PROX1,1258
PROX2,31
PROZ,8
PRPF18,1216
PRPF19,22382
PRPF3,9968
PRPF31,19046
PRPF38A,9352
PRPF38B,13467
PRPF39,8195
PRPF4,9398
PRPF40A,21967
PRPF40B,4701
PRPF4B,17855
PRPF6,22828
PRPF8,68845
PRPH,39
PRPH2,93
PRPS1,5952
PRPS1L1,4
PRPS2,9675
PRPSAP1,9872
PRPSAP2,5327
PRR11,4307
PRR12,30043
PRR13,7512
PRR14,9813
PRR14L,10227
PRR15,214
PRR15L,1171
PRR16,734
PRR18,51
PRR19,711
PRR20A,0
PRR20B,0
PRR20C,0
PRR20D,0
PRR20E,0
PRR20G,5
PRR22,521
PRR23A,9
PRR23B,0
PRR23C,0
PRR23D1,0
PRR23D2,0
PRR27,0
PRR29,164
PRR3,2242
PRR30,0
PRR32,8
PRR33,12
PRR35,8
PRR36,223
PRR4,37
PRR5,2553
PRR5-ARHGAP8,5
PRR5L,3846
PRR7,958
PRR9,29
PRRC1,12189
PRRC2A,60738
PRRC2B,59040
PRRC2C,57243
PRRG1,1117
PRRG2,2811
PRRG3,367
PRRG4,12565
PRRT1,341
PRRT1B,9
PRRT2,221
PRRT3,1083
PRRT4,202
PRRX1,18328
PRRX2,593
PRSS1,5
PRSS12,10707
PRSS16,976
PRSS2,30
PRSS21,850
PRSS22,9361
PRSS23,6932
PRSS27,26088
PRSS3,3274
PRSS33,1
PRSS35,46
PRSS36,1273
PRSS37,0
PRSS38,0
PRSS41,4
PRSS45P,0
PRSS48,0
PRSS50,0
PRSS51,44
PRSS53,357
PRSS54,4
PRSS55,1
PRSS56,2
PRSS57,10
PRSS58,1
PRSS8,11029
PRTFDC1,747
PRTG,83
PRTN3,3
PRUNE1,5165
PRUNE2,1236
PRX,1909
PRXL2A,18228
PRXL2B,7862
PRXL2C,1963
PRY,0
PRY2,0
PRYP3,0
PSAP,267339
PSAPL1,351
PSAT1,8236
PSCA,4795
PSD,585
PSD2,21
PSD3,8338
PSD4,25667
PSEN1,16930
PSEN2,183
PSENEN,1813
PSG1,0
PSG11,1
PSG2,0
PSG3,0
PSG4,0
